xflr5 v6.32

Plane name :        UltraStick25e
Polar name :        T1-10.0 m/s-VLM2-NoBodyPanels
Freestream speed :  10.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    6.500     0.000   0.406079   0.013136   0.018751   0.031887   0.000000  -0.000000  -0.166353  -0.000000  -0.000000   10.0000     0.3210
    6.750     0.000   0.421382   0.014154   0.018891   0.033045   0.000000  -0.000000  -0.173071  -0.000000  -0.000000   10.0000     0.3211
    7.000     0.000   0.436649   0.015208   0.019062   0.034271   0.000000  -0.000000  -0.179796  -0.000000  -0.000000   10.0000     0.3213
    7.250     0.000   0.451879   0.016299   0.019261   0.035560   0.000000  -0.000000  -0.186534  -0.000000  -0.000000   10.0000     0.3215
    7.500     0.000   0.467071   0.017426   0.019463   0.036889   0.000000  -0.000000  -0.193279  -0.000000  -0.000000   10.0000     0.3218
    7.750     0.000   0.482224   0.018589   0.019695   0.038284   0.000000  -0.000000  -0.200035  -0.000000  -0.000000   10.0000     0.3220
    8.000     0.000   0.497337   0.019787   0.019935   0.039722   0.000000  -0.000000  -0.206799  -0.000000  -0.000000   10.0000     0.3222
    8.250     0.000   0.512408   0.021021   0.020197   0.041218   0.000000  -0.000000  -0.213576  -0.000000  -0.000000   10.0000     0.3224
    8.500     0.000   0.527436   0.022291   0.020495   0.042786   0.000000  -0.000000  -0.220365  -0.000000  -0.000000   10.0000     0.3227
    8.750     0.000   0.542420   0.023595   0.020904   0.044499   0.000000  -0.000000  -0.227211  -0.000000  -0.000000   10.0000     0.3229
    9.000     0.000   0.557359   0.024934   0.021468   0.046402   0.000000  -0.000000  -0.234129  -0.000000  -0.000000   10.0000     0.3231
    9.250     0.000   0.572252   0.026307   0.021883   0.048190   0.000000  -0.000000  -0.240978  -0.000000  -0.000000   10.0000     0.3234
    9.500     0.000   0.587097   0.027715   0.022488   0.050203   0.000000  -0.000000  -0.247913  -0.000000  -0.000000   10.0000     0.3237


